Sell_to_Customer_Name,DOMAIN,Shortcut_Dimension_Code,City,Customer_ID,TOTAL,SUM_TOTAL,Description,Currency_Code,Quantity,Unit_Price,Size,Gen_ Bus_ Posting Group,Document_Type,Order_Date_Year,Order_Date_M&Y,Global_Dimension_Code,Gen_ Bus_ Posting_Group,Gen_Prod_ Posting_Group
SAROAFRICA INTERNATIONAL LIMITED,Agriculture and Agribusiness Sector,MS-NAV,LAGOS,00095,57897202.85,0,NAV License ,NGN,1,406864,Small Quanity,DOMESTIC,0,2024,Apr-42,MS-CRM,DOMESTIC,SOFTWARE
SAROAFRICA INTERNATIONAL LIMITED,Agriculture and Agribusiness Sector,MS-NAV,LAGOS,00095,57897202.85,0,User License,NGN,5,731600,Small Quanity,DOMESTIC,0,2024,May-42,MS-CRM,DOMESTIC,SOFTWARE
SAROAFRICA INTERNATIONAL LIMITED,Agriculture and Agribusiness Sector,GENERAL,LAGOS,00095,57897202.85,57897202.85,Annual SSL Certificate,USD,1,126.88,Small Quanity,DOMESTIC,0,2022,Jun-42,MS-CRM,DOMESTIC,SOFTWARE
Rainoil Limited,Oil and Gas Sector,Others,LAGOS,00086,22224,0,User License,USD,1,10896,Small Quanity,DOMESTIC,0,2021,Jul-42,MS-CRM,DOMESTIC,SOFTWARE
Rainoil Limited,Oil and Gas Sector,Others,LAGOS,00086,22224,0,"B2ms, Windows and OS",NGN,0,0,Small Quanity,DOMESTIC,0,2020,Aug-42,MS-CRM,DOMESTIC,SOFTWARE
Rainoil Limited,Oil and Gas Sector,Others,LAGOS,00086,22224,0,Premium License,USD,5,1982.4,Small Quanity,DOMESTIC,1,2023,Sep-42,MS-CRM,DOMESTIC,SOFTWARE
Rainoil Limited,Oil and Gas Sector,Others,LAGOS,00086,22224,22224,Team Member User Licenses,USD,5,283.2,Small Quanity,DOMESTIC,1,2023,Oct-42,MS-CRM,DOMESTIC,SOFTWARE
Smackers Limited,Food and Beverage Sector,MS-AZ,LAGOS,00227,9260.28,9260.28,Azure,USD,1,9260.28,Small Quanity,DOMESTIC,0,2021,Nov-42,MS-CRM,DOMESTIC,SOFTWARE
Starsight Energy,Renewable Energy Sector,MS-AZ,LAGOS,00153,59412.07,0,Azure - Dev. Environment,USD,1,852.07,Small Quanity,DOMESTIC,0,2021,Dec-42,MS-CRM,DOMESTIC,SOFTWARE
Starsight Energy,Renewable Energy Sector,MS-AX,LAGOS,00153,59412.07,0,2nd Quarter Payment,USD,1,14640,Small Quanity,DOMESTIC,1,2024,Jan-43,MS-CRM,DOMESTIC,SOFTWARE
Starsight Energy,Renewable Energy Sector,MS-AX,LAGOS,00153,59412.07,0,3rd Quarter Payment,USD,1,14640,Small Quanity,DOMESTIC,1,2024,Feb-43,MS-CRM,DOMESTIC,SOFTWARE
Starsight Energy,Renewable Energy Sector,MS-AX,LAGOS,00153,59412.07,0,4th Quarter Payment,USD,1,14640,Small Quanity,DOMESTIC,1,2024,Mar-43,MS-CRM,DOMESTIC,SOFTWARE
Starsight Energy,Renewable Energy Sector,MS-AX,LAGOS,00153,59412.07,59412.07,1st Quarter Payment,USD,1,14640,Small Quanity,DOMESTIC,1,2024,Apr-43,MS-CRM,DOMESTIC,SOFTWARE
Northern Cable Processing & Manufacturing Co.Ltd,Manufacturing and Electrical Engineering Sector,Others,KADUNA,00016,400000,400000,Software token ,NGN,1,400000,Small Quanity,DOMESTIC,0,2021,May-43,MS-CRM,DOMESTIC,SOFTWARE
iBit Soft Ltd,Information Technology and Software Development Sector,MS-NAV,ACCRA,00033,65147,0,Object Licenses,USD,1,1114,Small Quanity,FOREIGN,0,2021,Jun-43,MS-CRM,DOMESTIC,SOFTWARE
iBit Soft Ltd,Information Technology and Software Development Sector,Others,ACCRA,00033,65147,0,User License,USD,1,62362,Small Quanity,FOREIGN,0,2020,Jul-43,MS-CRM,DOMESTIC,SOFTWARE
iBit Soft Ltd,Information Technology and Software Development Sector,MS-NAV,ACCRA,00033,65147,0,Forms,USD,1,557,Small Quanity,FOREIGN,0,2022,Aug-43,MS-CRM,DOMESTIC,SOFTWARE
iBit Soft Ltd,Information Technology and Software Development Sector,MS-NAV,ACCRA,00033,65147,0,Reports,USD,1,557,Small Quanity,FOREIGN,0,2022,Sep-43,MS-CRM,DOMESTIC,SOFTWARE
iBit Soft Ltd,Information Technology and Software Development Sector,MS-NAV,ACCRA,00033,65147,65147,Tables,USD,1,557,Small Quanity,FOREIGN,0,2022,Oct-43,MS-CRM,DOMESTIC,SOFTWARE
Fan Milk Limited,Food and Beverage Sector,Others,ACCRA,00046,2737.4,0,Object Licenses,USD,1,1670,Small Quanity,DOMESTIC,0,2020,Nov-43,MS-CRM,DOMESTIC,SOFTWARE
Fan Milk Limited,Food and Beverage Sector,Others,ACCRA,00046,2737.4,0,Tables,USD,1,557,Small Quanity,DOMESTIC,0,2018,Dec-43,MS-CRM,DOMESTIC,SOFTWARE
Fan Milk Limited,Food and Beverage Sector,Others,ACCRA,00046,2737.4,2737.4,Tables,USD,1,510.4,Small Quanity,DOMESTIC,0,2016,Jan-44,MS-CRM,DOMESTIC,SOFTWARE
East Cantonment Pharmacy Limited,Healthcare and Pharmaceutical Sector,MS-NAV,ACCRA,00150,273770.07,0,Microsoft Dynamics NAV License,USD,1,9832.35,Small Quanity,DOMESTIC,0,2021,Feb-44,MS-CRM,DOMESTIC,SOFTWARE
East Cantonment Pharmacy Limited,Healthcare and Pharmaceutical Sector,MS-NAV,ACCRA,00150,273770.07,0,User License,USD,1,21972,Small Quanity,DOMESTIC,0,2022,Mar-44,MS-CRM,DOMESTIC,SOFTWARE
East Cantonment Pharmacy Limited,Healthcare and Pharmaceutical Sector,Others,ACCRA,00150,273770.07,0,Microsoft Security,USD,1,18004.2,Small Quanity,DOMESTIC,0,2024,Apr-44,MS-CRM,DOMESTIC,SOFTWARE
East Cantonment Pharmacy Limited,Healthcare and Pharmaceutical Sector,Others,ACCRA,00150,273770.07,0,Azure,USD,1,97864.68,Small Quanity,DOMESTIC,0,2024,May-44,MS-CRM,DOMESTIC,SOFTWARE
East Cantonment Pharmacy Limited,Healthcare and Pharmaceutical Sector,Others,ACCRA,00150,273770.07,273770.07,Azure,USD,1,126096.84,Small Quanity,DOMESTIC,0,2024,Jun-44,MS-CRM,DOMESTIC,SOFTWARE
AFYA CARE NIGERIA,Healthcare and Medical Services Sector,Others,LAGOS,00225,50669,0,AfyA Care- HoldCo,USD,1,15869,Small Quanity,DOMESTIC,0,2021,Jul-44,MS-CRM,DOMESTIC,SOFTWARE
AFYA CARE NIGERIA,Healthcare and Medical Services Sector,Others,LAGOS,00225,50669,0,Bastion Health Limited,USD,1,9187,Small Quanity,DOMESTIC,0,2021,Aug-44,MS-CRM,DOMESTIC,SOFTWARE
AFYA CARE NIGERIA,Healthcare and Medical Services Sector,Others,LAGOS,00225,50669,50669,Rjolad,USD,1,25613,Small Quanity,DOMESTIC,0,2021,Sep-44,MS-CRM,DOMESTIC,SOFTWARE
National Tuberculosis & Leprosy Control Programme,Public Health and Disease Control Sector,Others,ABUJA,00119,25294.24,0,Azure,USD,1,13033.02,Small Quanity,DOMESTIC,0,2020,Oct-44,MS-CRM,DOMESTIC,SOFTWARE
National Tuberculosis & Leprosy Control Programme,Public Health and Disease Control Sector,Others,ABUJA,00119,25294.24,25294.24,Azure Firewall,USD,1,12261.22,Small Quanity,DOMESTIC,0,2020,Nov-44,MS-CRM,DOMESTIC,SOFTWARE
Mandilas Enterprise Limited,"Consumer Goods, Manufacturing, and Distribution Sector",Others,LAGOS,00091,71285.26,0,MS Dynamics 365 CE License,USD,1,16368,Small Quanity,DOMESTIC,0,2020,Dec-44,MS-CRM,DOMESTIC,SOFTWARE
Mandilas Enterprise Limited,"Consumer Goods, Manufacturing, and Distribution Sector",Others,LAGOS,00091,71285.26,0,Connector,USD,1,2500,Small Quanity,DOMESTIC,0,2020,Jan-45,MS-CRM,DOMESTIC,SOFTWARE
Mandilas Enterprise Limited,"Consumer Goods, Manufacturing, and Distribution Sector",Others,LAGOS,00091,71285.26,0,Discount,USD,1,-2196,Small Quanity,DOMESTIC,0,2020,Feb-45,MS-CRM,DOMESTIC,SOFTWARE
Mandilas Enterprise Limited,"Consumer Goods, Manufacturing, and Distribution Sector",MS-AZ,LAGOS,00091,71285.26,0,Azure,USD,1,19737.12,Small Quanity,DOMESTIC,1,2024,Mar-45,MS-CRM,DOMESTIC,SOFTWARE
Mandilas Enterprise Limited,"Consumer Goods, Manufacturing, and Distribution Sector",Others,LAGOS,00091,71285.26,0,Server Upgrade,USD,1,5464.3,Small Quanity,DOMESTIC,0,2022,Apr-45,MS-CRM,DOMESTIC,SOFTWARE
Mandilas Enterprise Limited,"Consumer Goods, Manufacturing, and Distribution Sector",Others,LAGOS,00091,71285.26,0,Server Upgrade,USD,1,7361.84,Small Quanity,DOMESTIC,0,2022,May-45,MS-CRM,DOMESTIC,SOFTWARE
Mandilas Enterprise Limited,"Consumer Goods, Manufacturing, and Distribution Sector",Others,LAGOS,00091,71285.26,0,Dynamics 365 Team Members,NGN,15,32,Small Quanity,DOMESTIC,0,2022,Jun-45,MS-CRM,DOMESTIC,SOFTWARE
Mandilas Enterprise Limited,"Consumer Goods, Manufacturing, and Distribution Sector",MS-OFF,LAGOS,00091,71285.26,0,MS Dynamics 365 BC License,USD,82,60,Large Quantity,DOMESTIC,0,2021,Jul-45,MS-CRM,DOMESTIC,SOFTWARE
Mandilas Enterprise Limited,"Consumer Goods, Manufacturing, and Distribution Sector",MS-OFF,LAGOS,00091,71285.26,71285.26,MS Dynamics 365 BC License,USD,111,150,Large Quantity,DOMESTIC,0,2021,Aug-45,MS-CRM,DOMESTIC,SOFTWARE
Axxela Limited,Energy Sector,Others,LAGOS,00160,1337310,0,Office 365 Advanced Threat Protection,USD,81,60,Large Quantity,DOMESTIC,0,2020,Sep-45,MS-CRM,DOMESTIC,SOFTWARE
Axxela Limited,Energy Sector,Others,LAGOS,00160,1337310,0,Microsoft Dynamics 365 Unified Operations Plan,NGN,1,653400,Small Quanity,DOMESTIC,0,2019,Oct-45,MS-CRM,DOMESTIC,SOFTWARE
Axxela Limited,Energy Sector,Others,LAGOS,00160,1337310,0,Team Member User Licenses,NGN,7,34848,Small Quanity,DOMESTIC,0,2019,Nov-45,MS-CRM,DOMESTIC,SOFTWARE
Axxela Limited,Energy Sector,Others,LAGOS,00160,1337310,1337310,Dynamics 365 Unified Operations - Activity ,NGN,2,217800,Small Quanity,DOMESTIC,0,2019,Dec-45,MS-CRM,DOMESTIC,SOFTWARE
Ladol Integrated Logistics,"Logistics, Maritime and Oil and Gas Sector",Others,LAGOS,00140,2994,2994,SSIS Integration Toolkit,USD,1,2994,Small Quanity,DOMESTIC,0,2020,Jan-46,MS-CRM,DOMESTIC,SOFTWARE
KabelMetal Nigeria Plc,Manufacturing and Industrial Sector,Others,LAGOS,00015,7679591.46,0,Office ProPlus Licenses,NGN,20,146931.84,Large Quantity,DOMESTIC,0,2020,Feb-46,MS-CRM,DOMESTIC,SOFTWARE
KabelMetal Nigeria Plc,Manufacturing and Industrial Sector,Others,LAGOS,00015,7679591.46,0,Office ProPlus Licenses,NGN,10,261127.68,Small Quanity,DOMESTIC,0,2020,Mar-46,MS-CRM,DOMESTIC,SOFTWARE
KabelMetal Nigeria Plc,Manufacturing and Industrial Sector,Others,LAGOS,00015,7679591.46,0,WinSvrSTDCore 2019 SNGL OLP 16Lic NL Cor,USD,2,946.077,Small Quanity,DOMESTIC,0,2020,Apr-46,MS-CRM,DOMESTIC,SOFTWARE
KabelMetal Nigeria Plc,Manufacturing and Industrial Sector,Others,LAGOS,00015,7679591.46,0,WinSvrCAL 2019 SNGL OLP NL UsrCAL,USD,5,40.81,Small Quanity,DOMESTIC,0,2020,May-46,MS-CRM,DOMESTIC,SOFTWARE
KabelMetal Nigeria Plc,Manufacturing and Industrial Sector,MS-NAV,LAGOS,00015,7679591.46,0,Windows Server,USD,5,1086.75,Small Quanity,DOMESTIC,0,2023,Jun-46,MS-CRM,DOMESTIC,SOFTWARE
KabelMetal Nigeria Plc,Manufacturing and Industrial Sector,MS-NAV,LAGOS,00015,7679591.46,0,Windows Server,USD,5,47.15,Small Quanity,DOMESTIC,0,2023,Jul-46,MS-CRM,DOMESTIC,SOFTWARE
KabelMetal Nigeria Plc,Manufacturing and Industrial Sector,Others,LAGOS,00015,7679591.46,0,SharePoint,USD,5,60,Small Quanity,DOMESTIC,0,2023,Aug-46,MS-CRM,DOMESTIC,SOFTWARE
KabelMetal Nigeria Plc,Manufacturing and Industrial Sector,Others,LAGOS,00015,7679591.46,0,50% Advance Payment,NGN,1,1100000,Small Quanity,DOMESTIC,0,2023,Sep-46,MS-CRM,DOMESTIC,SOFTWARE
KabelMetal Nigeria Plc,Manufacturing and Industrial Sector,Others,LAGOS,00015,7679591.46,0,30% at UAT,NGN,1,660000,Small Quanity,DOMESTIC,0,2023,Oct-46,MS-CRM,DOMESTIC,SOFTWARE
KabelMetal Nigeria Plc,Manufacturing and Industrial Sector,Others,LAGOS,00015,7679591.46,0,20% at Go-Live,NGN,1,440000,Small Quanity,DOMESTIC,0,2023,Nov-46,MS-CRM,DOMESTIC,SOFTWARE
KabelMetal Nigeria Plc,Manufacturing and Industrial Sector,MS-OFF,LAGOS,00015,7679591.46,7679591.46,Microsoft 365 Business License,USD,3,240120,Small Quanity,DOMESTIC,0,2023,Dec-46,MS-CRM,DOMESTIC,SOFTWARE
Inland Containers Nigeria Limited,Logistics and Transportation Sector,MS-NAV,LAGOS,00166,54329.29,0,Business Basic,USD,100,86.4,Large Quantity,DOMESTIC,0,2020,Jan-47,MS-CRM,DOMESTIC,SOFTWARE
Inland Containers Nigeria Limited,Logistics and Transportation Sector,MS-NAV,LAGOS,00166,54329.29,0,Business standard,USD,20,180,Large Quantity,DOMESTIC,0,2020,Feb-47,MS-CRM,DOMESTIC,SOFTWARE
Inland Containers Nigeria Limited,Logistics and Transportation Sector,MS-NAV,LAGOS,00166,54329.29,0,MS DYN 365 LIC,USD,1,31889.29,Small Quanity,DOMESTIC,1,2024,Mar-47,MS-CRM,DOMESTIC,SOFTWARE
Inland Containers Nigeria Limited,Logistics and Transportation Sector,Others,LAGOS,00166,54329.29,0,Exchange Online ,USD,0,0,Small Quanity,DOMESTIC,0,2023,Apr-47,MS-CRM,DOMESTIC,SOFTWARE
Inland Containers Nigeria Limited,Logistics and Transportation Sector,Others,LAGOS,00166,54329.29,0,Microsoft 365 Business License,USD,0,0,Small Quanity,DOMESTIC,0,2023,May-47,MS-CRM,DOMESTIC,SOFTWARE
Inland Containers Nigeria Limited,Logistics and Transportation Sector,Others,LAGOS,00166,54329.29,0,MS Dynamics 365 BC License,USD,100,72,Large Quantity,DOMESTIC,0,2023,Jun-47,MS-CRM,DOMESTIC,SOFTWARE
Inland Containers Nigeria Limited,Logistics and Transportation Sector,Others,LAGOS,00166,54329.29,54329.29,MS Dynamics 365 BC License,USD,20,150,Large Quantity,DOMESTIC,0,2023,Jul-47,MS-CRM,DOMESTIC,SOFTWARE
ARM Life Plc,Insurance and Financial Services Sector,Others,LAGOS,00165,8746.8,0,Finance License,USD,10,666.68,Small Quanity,DOMESTIC,0,2020,Aug-47,MS-CRM,DOMESTIC,SOFTWARE
ARM Life Plc,Insurance and Financial Services Sector,Others,LAGOS,00165,8746.8,8746.8,Team Member User Licenses,USD,65,32,Large Quantity,DOMESTIC,0,2020,Sep-47,MS-CRM,DOMESTIC,SOFTWARE
IBOM AIR,Aviation and Transportation Sector,Others,AKWA IBOM,00192,15170316.15,0,Azure ,NGN,1,2773091.15,Small Quanity,DOMESTIC,0,2019,Oct-47,MS-CRM,DOMESTIC,SOFTWARE
IBOM AIR,Aviation and Transportation Sector,Others,AKWA IBOM,00192,15170316.15,15170316.15,MS Business Central Licenses,NGN,1,12397225,Small Quanity,DOMESTIC,0,2019,Nov-47,MS-CRM,DOMESTIC,SOFTWARE
Ringardas Nigeria Limited,Oil and Gas Sector,Others,ABUJA,00115,243887010.2,0,SQL Server License ,NGN,1,780000,Small Quanity,DOMESTIC,0,2019,Dec-47,MS-CRM,DOMESTIC,SOFTWARE
Ringardas Nigeria Limited,Oil and Gas Sector,Others,ABUJA,00115,243887010.2,0,SQL Cal License,NGN,50,18700,Large Quantity,DOMESTIC,0,2019,Jan-48,MS-CRM,DOMESTIC,SOFTWARE
Ringardas Nigeria Limited,Oil and Gas Sector,Others,ABUJA,00115,243887010.2,0,Azure Active Directory,NGN,20,52560,Large Quantity,DOMESTIC,1,2022,Feb-48,MS-CRM,DOMESTIC,SOFTWARE
Ringardas Nigeria Limited,Oil and Gas Sector,Others,ABUJA,00115,243887010.2,0,Azure Service Bus Components,NGN,1,13048589.4,Small Quanity,DOMESTIC,1,2022,Mar-48,MS-CRM,DOMESTIC,SOFTWARE
Ringardas Nigeria Limited,Oil and Gas Sector,Others,ABUJA,00115,243887010.2,0,AD Audit Plus,NGN,1,3075490,Small Quanity,DOMESTIC,1,2022,Apr-48,MS-CRM,DOMESTIC,SOFTWARE
Ringardas Nigeria Limited,Oil and Gas Sector,Others,ABUJA,00115,243887010.2,0,SSL Certificate for Active Directory,NGN,3,77380,Small Quanity,DOMESTIC,1,2022,May-48,MS-CRM,DOMESTIC,SOFTWARE
Ringardas Nigeria Limited,Oil and Gas Sector,Others,ABUJA,00115,243887010.2,0,MS Dynamics 365 BC License,USD,195,950400,Large Quantity,DOMESTIC,0,2023,Jun-48,MS-CRM,DOMESTIC,SOFTWARE
Ringardas Nigeria Limited,Oil and Gas Sector,Others,ABUJA,00115,243887010.2,0,Power BI Premium License,USD,15,864000,Small Quanity,DOMESTIC,0,2023,Jul-48,MS-CRM,DOMESTIC,SOFTWARE
Ringardas Nigeria Limited,Oil and Gas Sector,Others,ABUJA,00115,243887010.2,0,Microsoft Exchange,USD,2,172800,Small Quanity,DOMESTIC,0,2023,Aug-48,MS-CRM,DOMESTIC,SOFTWARE
Ringardas Nigeria Limited,Oil and Gas Sector,MS-OFF,ABUJA,00115,243887010.2,0,Sophos XG 430 XTREAM,NGN,3,16203362.4,Small Quanity,DOMESTIC,0,2023,Sep-48,MS-CRM,DOMESTIC,SOFTWARE
Ringardas Nigeria Limited,Oil and Gas Sector,MS-OFF,ABUJA,00115,243887010.2,0,Email Protection,NGN,3,2430699.26,Small Quanity,DOMESTIC,0,2023,Oct-48,MS-CRM,DOMESTIC,SOFTWARE
Ringardas Nigeria Limited,Oil and Gas Sector,Others,ABUJA,00115,243887010.2,0,Azure Active Directory,USD,20,72,Large Quantity,DOMESTIC,0,2022,Nov-48,MS-CRM,DOMESTIC,SOFTWARE
Ringardas Nigeria Limited,Oil and Gas Sector,Others,ABUJA,00115,243887010.2,0,AD Audit Plus,USD,1,4213,Small Quanity,DOMESTIC,0,2022,Dec-48,MS-CRM,DOMESTIC,SOFTWARE
Ringardas Nigeria Limited,Oil and Gas Sector,Others,ABUJA,00115,243887010.2,0,SSL Certificate for Active Directory,USD,3,106,Small Quanity,DOMESTIC,0,2022,Jan-49,MS-CRM,DOMESTIC,SOFTWARE
Ringardas Nigeria Limited,Oil and Gas Sector,Others,ABUJA,00115,243887010.2,243887010.2,Azure Service Bus Components,USD,1,17874.78,Small Quanity,DOMESTIC,0,2022,Feb-49,MS-CRM,DOMESTIC,SOFTWARE
Literamed Publications,Media and Entertainment Sector,Others,LAGOS,00081,2349.44,2349.44,Business Enhancement Plan,USD,1,2349.44,Small Quanity,DOMESTIC,0,2019,Mar-49,MS-CRM,DOMESTIC,SOFTWARE
HAYAT KIMYAT NIG. LTD,"Consumer Goods, Manufacturing, and Distribution Sector",MS-NAV,LAGOS,00110,648911.6,648911.6,MS Dynamics NAV License Enhancement,NGN,1,648911.6,Small Quanity,DOMESTIC,0,2020,Apr-49,MS-CRM,DOMESTIC,SOFTWARE
LiveSpot 360,Media and Entertainment Sector,Others,LAGOS,00197,1548488.13,0,Customer Engagement (Annually),USD,5,1380,Small Quanity,DOMESTIC,0,2019,May-49,MS-CRM,DOMESTIC,SOFTWARE
LiveSpot 360,Media and Entertainment Sector,Others,LAGOS,00197,1548488.13,0,ESS Portal,NGN,1,1500000,Small Quanity,DOMESTIC,0,2019,Jun-49,MS-CRM,DOMESTIC,SOFTWARE
LiveSpot 360,Media and Entertainment Sector,Others,LAGOS,00197,1548488.13,0,Business Central,USD,1,35635,Small Quanity,DOMESTIC,0,2019,Jul-49,MS-CRM,DOMESTIC,SOFTWARE
LiveSpot 360,Media and Entertainment Sector,Others,LAGOS,00197,1548488.13,1548488.13,Azure,USD,1,5953.13,Small Quanity,DOMESTIC,0,2019,Aug-49,MS-CRM,DOMESTIC,SOFTWARE
KAM Industries Limited,Manufacturing and Industrial Sector,MS-NAV,KWARA STATE,00154,4850.56,0,Object Licenses,USD,1,3898,Small Quanity,DOMESTIC,0,2019,Sep-49,MS-CRM,DOMESTIC,SOFTWARE
KAM Industries Limited,Manufacturing and Industrial Sector,Others,KWARA STATE,00154,4850.56,4850.56,SQL Server License ,USD,1,952.56,Small Quanity,DOMESTIC,0,2018,Oct-49,MS-CRM,DOMESTIC,SOFTWARE
Orange Drugs Limited,Pharmaceuticals and Healthcare Sector,Others,LAGOS,00185,1754620.8,0,User License,NGN,1,1016160,Small Quanity,DOMESTIC,0,2019,Nov-49,MS-CRM,DOMESTIC,SOFTWARE
Orange Drugs Limited,Pharmaceuticals and Healthcare Sector,Others,LAGOS,00185,1754620.8,1754620.8,SQL Cal License,NGN,1,738460.8,Small Quanity,DOMESTIC,0,2019,Dec-49,MS-CRM,DOMESTIC,SOFTWARE
Continental Broadcasting Service Limited,Media and Entertainment Sector,Others,LAGOS,00126,81602.4,81602.4,Office ProPlus Licenses,USD,150,544.016,Large Quantity,DOMESTIC,0,2020,Jan-50,MS-CRM,DOMESTIC,SOFTWARE
EAST CANTONMENTS PHARMACY LIMITED,Pharmaceuticals and Healthcare Sector,Others,ACCRA,00150,13584,13584,Microsoft Dynamics NAV License,USD,1,13584,Small Quanity,DOMESTIC,0,2019,Feb-50,MS-CRM,DOMESTIC,SOFTWARE
SIFAX Group,"Logistics, Maritime, and transportation sector",Others,LAGOS,00006,16800,16800,Microsoft 365 Business License,USD,70,240,Large Quantity,DOMESTIC,0,2019,Mar-50,MS-CRM,DOMESTIC,SOFTWARE
FilmoRealty Limited ,Construction and Infrastructure Development Sector,Others,LAGOS,00133,1138800,0,Licenses,NGN,32,21900,Large Quantity,DOMESTIC,0,2019,Apr-50,MS-CRM,DOMESTIC,SOFTWARE
FilmoRealty Limited ,Construction and Infrastructure Development Sector,Others,LAGOS,00133,1138800,1138800,Licenses,NGN,8,54750,Small Quanity,DOMESTIC,0,2019,May-50,MS-CRM,DOMESTIC,SOFTWARE
Vatebra Limited,Information Technology and Software Development Sector,Others,LAGOS,00100,2400,2400,Social Enagagement License,USD,2,1200,Small Quanity,DOMESTIC,0,2018,Jun-50,MS-CRM,DOMESTIC,SOFTWARE
Intels Nigeria Limited,"Logistics, Maritime and Oil and Gas Sector",Others,RIVERS,00068,4560,4560,SharePoint,USD,40,114,Large Quantity,DOMESTIC,0,2018,Jul-50,MS-CRM,DOMESTIC,SOFTWARE
Honeywell Flour Mills Plc,Food and Agriculture Sector,Others,LAGOS,00054,33233130,0,Enterprise User CAL,USD,1,4000,Small Quanity,DOMESTIC,0,2018,Aug-50,MS-CRM,DOMESTIC,SOFTWARE
Honeywell Flour Mills Plc,Food and Agriculture Sector,Others,LAGOS,00054,33233130,0,Functional User CAL,USD,1,1600,Small Quanity,DOMESTIC,0,2018,Sep-50,MS-CRM,DOMESTIC,SOFTWARE
Honeywell Flour Mills Plc,Food and Agriculture Sector,Others,LAGOS,00054,33233130,0,Self Serve User CAL,USD,1,120,Small Quanity,DOMESTIC,0,2018,Oct-50,MS-CRM,DOMESTIC,SOFTWARE
Honeywell Flour Mills Plc,Food and Agriculture Sector,Others,LAGOS,00054,33233130,0,Task User CAL,USD,1,400,Small Quanity,DOMESTIC,0,2018,Nov-50,MS-CRM,DOMESTIC,SOFTWARE
Honeywell Flour Mills Plc,Food and Agriculture Sector,Others,LAGOS,00054,33233130,0,Microsft Business,NGN,100,85500,Large Quantity,DOMESTIC,1,2021,Dec-50,MS-CRM,DOMESTIC,SOFTWARE
Honeywell Flour Mills Plc,Food and Agriculture Sector,Others,LAGOS,00054,33233130,0,Microsoft 365 Business License,NGN,100,85500,Large Quantity,DOMESTIC,1,2021,Jan-51,MS-CRM,DOMESTIC,SOFTWARE
Honeywell Flour Mills Plc,Food and Agriculture Sector,Others,LAGOS,00054,33233130,0,Microsoft 365 Business License,NGN,100,85500,Large Quantity,DOMESTIC,1,2021,Feb-51,MS-CRM,DOMESTIC,SOFTWARE
Honeywell Flour Mills Plc,Food and Agriculture Sector,Others,LAGOS,00054,33233130,33233130,Microsft Business,NGN,100,85500,Large Quantity,DOMESTIC,1,2021,Mar-51,MS-CRM,DOMESTIC,SOFTWARE
Technology Distribution Company Limited,Information Technology and Telecommunications Sector,MS-AX,LAGOS,00096,77880.6,0,Dynamics 365 Ent Edition Plan,USD,10,2311.5,Small Quanity,DOMESTIC,0,2017,Apr-51,MS-CRM,DOMESTIC,SOFTWARE
Technology Distribution Company Limited,Information Technology and Telecommunications Sector,MS-AX,LAGOS,00096,77880.6,77880.6,MS Dynamics 365 BC License,USD,1,54765.6,Small Quanity,DOMESTIC,0,2016,May-51,MS-CRM,DOMESTIC,SOFTWARE
Fidson Healthcare Plc,Pharmaceuticals and Healthcare Sector,Others,ACCRA,00130,12666960,0,Office 365 Business,NGN,150,52560,Large Quantity,DOMESTIC,0,2018,Jun-51,MS-CRM,DOMESTIC,SOFTWARE
Fidson Healthcare Plc,Pharmaceuticals and Healthcare Sector,Others,LAGOS,00130,12666960,0,Office 365 Business,NGN,220,20367,Large Quantity,DOMESTIC,0,2018,Jul-51,MS-CRM,DOMESTIC,SOFTWARE
Fidson Healthcare Plc,Pharmaceuticals and Healthcare Sector,Others,LAGOS,00130,12666960,12666960,Office 365 Enterprise E5,NGN,2,151110,Small Quanity,DOMESTIC,0,2018,Aug-51,MS-CRM,DOMESTIC,SOFTWARE
Notore Chemical Industries Limited,Agriculture and Chemical Manufacturing Sector,Others,RIVERS,00041,6286,0,Code Units,USD,1,480,Small Quanity,DOMESTIC,0,2017,Sep-51,MS-CRM,DOMESTIC,SOFTWARE
Notore Chemical Industries Limited,Agriculture and Chemical Manufacturing Sector,Others,RIVERS,00041,6286,0,SQL Server License ,USD,10,76,Small Quanity,DOMESTIC,0,2017,Oct-51,MS-CRM,DOMESTIC,SOFTWARE
Notore Chemical Industries Limited,Agriculture and Chemical Manufacturing Sector,MS-NAV,RIVERS,00041,6286,0,Pages,USD,0,3336,Small Quanity,DOMESTIC,0,2017,Nov-51,MS-CRM,DOMESTIC,SOFTWARE
Notore Chemical Industries Limited,Agriculture and Chemical Manufacturing Sector,Others,RIVERS,00041,6286,0,SQL Server License ,USD,1,6,Small Quanity,DOMESTIC,0,2017,Dec-51,MS-CRM,DOMESTIC,SOFTWARE
Notore Chemical Industries Limited,Agriculture and Chemical Manufacturing Sector,Others,RIVERS,00041,6286,0,Limited Concurrent CAL ,USD,10,360,Small Quanity,DOMESTIC,0,2017,Jan-52,MS-CRM,DOMESTIC,SOFTWARE
Notore Chemical Industries Limited,Agriculture and Chemical Manufacturing Sector,Others,RIVERS,00041,6286,0,Tables,USD,1,480,Small Quanity,DOMESTIC,0,2017,Feb-52,MS-CRM,DOMESTIC,SOFTWARE
